Town,County,Per capita income,Location,Lat,Lon
"Mahanoy City, Pennsylvania",Schuylkill County,"$14,369 ","Mahanoy City, Schuylkill County, Pennsylvania, 17948, USA",40.8125881,-76.1416034
"Hallstead, Pennsylvania",Susquehanna County,"$14,362 ","Hallstead, Susquehanna County, Pennsylvania, 18822, USA",41.9612241,-75.7430871
"Chest Springs, Pennsylvania",Cambria County,"$14,357 ","Chest Springs, Cambria County, Pennsylvania, USA",40.5800683,-78.6069644
"Monroe Township, Bradford County, Pennsylvania",Bradford County,"$14,353 ","Monroe, Bradford County, Pennsylvania, 18832, USA",41.71343395,-76.47595588
"Paint, Pennsylvania",Somerset County,"$14,351 ","Paint, Somerset County, Pennsylvania, USA",40.2436873,-78.8489116
"Putnam Township, Pennsylvania",Delaware County,"$14,349 ","Putnam Boulevard, Nether Providence Township, Delaware County, Pennsylvania, 19086, USA",39.8785731,-75.3800107
"Lansford, Pennsylvania",Carbon County,"$14,347 ","Lansford, Carbon County, Pennsylvania, 18232, USA",40.8319017,-75.8823758
"Orrstown, Pennsylvania",Franklin County,"$14,346 ","Orrstown, Franklin County, Pennsylvania, USA",40.0587001,-77.6099891
"Roulette Township, Pennsylvania",Potter County,"$14,340 ","Roulette, Potter County, Pennsylvania, 16746, USA",41.7800651,-78.1538977
"Brush Valley Township, Pennsylvania",Indiana County,"$14,337 ","Brush Valley Township, Indiana County, Pennsylvania, 15720, USA",40.532325,-79.05148956
"Ferguson Township, Clearfield County, Pennsylvania",Clearfield County,"$14,337 ","Ferguson Township, Clearfield County, Pennsylvania, USA",40.8799835,-78.59678104
"Saltillo, Pennsylvania",Huntingdon County,"$14,333 ","Saltillo, Huntingdon County, Pennsylvania, USA",40.2106359,-78.0066684
"Wilmerding, Pennsylvania",Allegheny County,"$14,330 ","Wilmerding, Allegheny County, Pennsylvania, USA",40.3909023,-79.8100473
"Bellwood, Pennsylvania",Blair County,"$14,323 ","Bellwood, Blair County, Pennsylvania, 16617, United States of America",40.6005692,-78.3326769
"South Coatesville, Pennsylvania",Chester County,"$14,321 ","South Coatesville, Chester County, Pennsylvania, USA",39.9742729,-75.8199462
"Ford City, Pennsylvania",Armstrong County,"$14,318 ","Ford City, Armstrong County, Pennsylvania, USA",40.7694379,-79.5317734
"Penn, Pennsylvania",Westmoreland County,"$14,312 ","Penn, Westmoreland County, Pennsylvania, 15675, USA",40.328958,-79.6411537
"Wayne Township, Greene County, Pennsylvania",Greene County,"$14,296 ","Wayne Township, Greene County, Pennsylvania, USA",39.77281485,-80.23825947
"Cherry Township, Butler County, Pennsylvania",Butler County,"$14,288 ","Cherry Township, Butler County, Pennsylvania, 16017-0045, USA",41.0708,-79.93060567
"Springboro, Pennsylvania",Crawford County,"$14,258 ","Springboro, Crawford County, Pennsylvania, USA",41.800611,-80.3689538
"Chester Hill, Pennsylvania",Clearfield County,"$14,256 ","Chester Hill, Clearfield County, Pennsylvania, 16866, USA",40.8897798,-78.2283469
"Clymer, Pennsylvania",Indiana County,"$14,250 ","Clymer, Indiana County, Pennsylvania, USA",40.6681213,-79.0116985
"Blacklick Township, Pennsylvania",Cambria County,"$14,244 ","Blacklick Township, Cambria County, Pennsylvania, USA",40.5143465,-78.85330696
"Summerhill Township, Cambria County, Pennsylvania",Cambria County,"$14,242 ","Summerhill Township, Cambria County, Pennsylvania, 15921, USA",40.354413,-78.70097205
"Rural Valley, Pennsylvania",Armstrong County,"$14,238 ","Rural Valley, Armstrong County, Pennsylvania, 16249, USA",40.7992313,-79.3144845
"Brady Township, Butler County, Pennsylvania",Butler County,"$14,237 ","Brady Township, Butler County, Pennsylvania, USA",40.99110805,-80.00398954
"Fredonia, Pennsylvania",Mercer County,"$14,233 ","Fredonia, Mercer County, Pennsylvania, USA",41.3217232,-80.2586747
"Benson, Pennsylvania",Somerset County,"$14,232 ","Benson, Somerset County, Pennsylvania, USA",40.2084096,-78.9278026
"Conyngham Township, Columbia County, Pennsylvania",Columbia County,"$14,230 ","Conyngham Township, Columbia County, Pennsylvania, USA",40.8171575,-76.35159691
"West Wheatfield Township, Pennsylvania",Indiana County,"$14,228 ","West Wheatfield Township, Indiana County, Pennsylvania, USA",40.42826,-79.1090347
"Gallitzin, Pennsylvania",Cambria County,"$14,216 ","Gallitzin, Cambria County, Pennsylvania, USA",40.482293,-78.5516827
"Plymouth, Pennsylvania",Luzerne County,"$14,207 ","Plymouth, Luzerne County, Pennsylvania, 18651, USA",41.2403596,-75.9446428
"Republic, Pennsylvania",Fayette County,"$14,201 ","Republic, Redstone Township, Fayette County, Pennsylvania, 15475, USA",39.9625752,-79.8767144
"Laceyville, Pennsylvania",Wyoming County,"$14,185 ","Laceyville, Wyoming County, Pennsylvania, USA",41.6459089,-76.1613189
"Nanty-Glo, Pennsylvania",Cambria County,"$14,184 ","Nanty-Glo, Cambria County, Pennsylvania, 15943, USA",40.4722936,-78.8333571
"Houtzdale, Pennsylvania",Clearfield County,"$14,177 ","Houtzdale, Clearfield County, Pennsylvania, USA",40.825059,-78.3511289
"Dunbar, Pennsylvania",Fayette County,"$14,176 ","Dunbar, Fayette County, Pennsylvania, USA",39.9778528,-79.6144835
"Elk Lick Township, Pennsylvania",Somerset County,"$14,176 ","Elk Lick Township, Somerset County, Pennsylvania, USA",39.7914555,-79.14788794
"Greenfield Township, Blair County, Pennsylvania",Blair County,"$14,168 ","Greenfield Township, Blair County, Pennsylvania, 16682, United States of America",40.2989025,-78.49067585
"Connellsville, Pennsylvania",Fayette County,"$14,165 ","Connellsville, Fayette County, Pennsylvania, 15425-4021, USA",40.0178522,-79.5894828
"Monroe Township, Bedford County, Pennsylvania",Bedford County,"$14,160 ","Monroe Township, Bedford County, Pennsylvania, United States of America",39.878182,-78.39007696
"Conemaugh Township, Cambria County, Pennsylvania",Cambria County,"$14,157 ","Conemaugh, Cambria County, Pennsylvania, 15901, USA",40.3267408,-78.9080805
"Gettysburg, Pennsylvania",Adams County,"$14,157 ","Gettysburg, Adams County, Pennsylvania, United States of America",39.8309417,-77.2311047
"Southampton Township, Somerset County, Pennsylvania",Somerset County,"$14,149 ","Southampton Township, Somerset County, Pennsylvania, USA",39.7732755,-78.82563116
"Lewisburg, Pennsylvania",Union County,"$14,146 ","Lewisburg, Union County, Pennsylvania, USA",40.9645293,-76.8844101
"Curtisville, Pennsylvania",Allegheny County,"$14,143 ","Curtisville, West Deer Township, Allegheny County, Pennsylvania, 15032, USA",40.647407,-79.84861174
"West Beaver Township, Pennsylvania",Crawford County,"$14,143 ","Beaver Township, Crawford County, Pennsylvania, USA",41.80852435,-80.46349539
"Dean Township, Pennsylvania",Cambria County,"$14,141 ","Dean Township, Cambria County, Pennsylvania, United States of America",40.59478095,-78.48354508
"Upper Turkeyfoot Township, Pennsylvania",Somerset County,"$14,137 ","Upper Turkeyfoot Township, Somerset County, Pennsylvania, 15551, USA",39.897662,-79.26551892
"Milroy, Pennsylvania",Mifflin County,"$14,136 ","Milroy, Mifflin County, Pennsylvania, USA",40.7140863,-77.5896576
"Croyle Township, Pennsylvania",Cambria County,"$14,130 ","Croyle Township, Cambria County, Pennsylvania, USA",40.3714695,-78.74556903
"Meyersdale, Pennsylvania",Somerset County,"$14,116 ","Meyersdale, Somerset County, Pennsylvania, USA",39.8136931,-79.024748
"Ramey, Pennsylvania",Clearfield County,"$14,101 ","Ramey, Clearfield County, Pennsylvania, 16671, USA",40.7981154,-78.3972413
"Coatesville, Pennsylvania",Chester County,"$14,079 ","Coatesville, Chester County, Pennsylvania, 19320, USA",39.9831616,-75.8238355
"North Braddock, Pennsylvania",Allegheny County,"$14,076 ","North Braddock, Allegheny County, Pennsylvania, 15104, USA",40.4016648,-79.850889
"Abbott Township, Pennsylvania",Potter County,"$14,068 ","Abbott, Potter County, Pennsylvania, USA",41.5822889,-77.7844354
"Eastvale, Pennsylvania",Beaver County,"$14,063 ","Eastvale, Beaver County, Pennsylvania, USA",40.7667318,-80.3147851
"Vanderbilt, Pennsylvania",Fayette County,"$14,045 ","Vanderbilt, Fayette County, Pennsylvania, USA",40.0336167,-79.6612536
"North Apollo, Pennsylvania",Armstrong County,"$14,025 ","North Apollo, Armstrong County, Pennsylvania, USA",40.5961767,-79.5555998
"Morris Township, Clearfield County, Pennsylvania",Clearfield County,"$14,023 ","Morris Township, Clearfield County, Pennsylvania, USA",40.9453145,-78.21296356
"Coaldale, Schuylkill County, Pennsylvania",Schuylkill County,"$14,021 ","Coaldale, Schuylkill County, Pennsylvania, USA",40.8249599,-75.9085168
"Fairchance, Pennsylvania",Fayette County,"$14,021 ","Fairchance, Fayette County, Pennsylvania, 15436, USA",39.8247986,-79.7544923
"Williamsburg, Pennsylvania",Blair County,"$14,019 ","Williamsburg, Blair County, Pennsylvania, 16693, United States of America",40.4611846,-78.2016846
"White Township, Cambria County, Pennsylvania",Cambria County,"$14,007 ","White Township, Cambria County, Pennsylvania, 16640, USA",40.68190355,-78.53735577
"Cassandra, Pennsylvania",Cambria County,"$14,004 ","Cassandra, Cambria County, Pennsylvania, 15925, USA",40.4086841,-78.6405738
"Quemahoning Township, Pennsylvania",Somerset County,"$14,002 ","Quemahoning Township, Somerset County, Pennsylvania, USA",40.125413,-78.97042057
"Barnett Township, Forest County, Pennsylvania",Forest County,"$13,995 ","Barnett Township, Forest County, Pennsylvania, USA",41.3911615,-79.15102402
"Lower Tyrone Township, Pennsylvania",Fayette County,"$13,995 ","Lower Tyrone Township, Fayette County, Pennsylvania, 15428, USA",40.07494245,-79.67517776
"Penn Township, Clearfield County, Pennsylvania",Clearfield County,"$13,994 ","Penn Township, Clearfield County, Pennsylvania, 16838, USA",40.9605725,-78.66043929
"Plainfield, Pennsylvania",Cumberland County,"$13,993 ","Plainfield, Cumberland County, Pennsylvania, 17081, USA",40.203143,-77.2899837
"Darby, Pennsylvania",Delaware County,"$13,990 ","Darby, Delaware County, Pennsylvania, 19023, USA",39.9184461,-75.2590721
"Juniata Township, Bedford County, Pennsylvania",Bedford County,"$13,990 ","Juniata Township, Bedford County, Pennsylvania, USA",39.9830745,-78.71656015
"North Vandergrift-Pleasant View, Pennsylvania",Armstrong County,"$13,987 ","North Vandergrift-Pleasant View, Parks Township, Armstrong County, Pennsylvania, USA",40.6113502,-79.562479
"North Philipsburg, Pennsylvania",Centre County,"$13,984 ","North Philipsburg, Loch Lomond Road, Philipsburg, Centre County, Pennsylvania, 16866, USA",40.9075845,-78.20743688
"Lucerne Mines, Pennsylvania",Indiana County,"$13,976 ","Lucerne Mines, Center Township, Indiana County, Pennsylvania, USA",40.5589561,-79.1511453
"Fox Township, Sullivan County, Pennsylvania",Sullivan County,"$13,971 ","Fox, Piatt, Sullivan County, Pennsylvania, 17768, USA",41.568063,-76.733456
"Wayne Township, Armstrong County, Pennsylvania",Armstrong County,"$13,969 ","Wayne Township, Armstrong County, Pennsylvania, USA",40.8809318,-79.30759845
"Sugar Grove Township, Warren County, Pennsylvania",Warren County,"$13,963 ","Sugar Grove Township, Warren County, Pennsylvania, USA",41.9499376,-79.33725342
"Lancaster, Pennsylvania",Lancaster County,"$13,955 ","Lancaster, Lancaster County, Pennsylvania, United States of America",40.03813,-76.3056686
"Elco, Pennsylvania",Washington County,"$13,951 ","Elco, Washington County, Pennsylvania, 15434, USA",40.08141265,-79.8852161
"Londonderry Township, Bedford County, Pennsylvania",Bedford County,"$13,951 ","Londonderry Township, Bedford County, Pennsylvania, USA",39.826303,-78.70503267
"Redstone Township, Pennsylvania",Fayette County,"$13,945 ","Redstone Township, Fayette County, Pennsylvania, USA",39.9799205,-79.83898121
"Forksville, Pennsylvania",Sullivan County,"$13,943 ","Forksville, Sullivan County, Pennsylvania, USA",41.487473,-76.6021689
"Beccaria Township, Pennsylvania",Clearfield County,"$13,941 ","Beccaria Township, Clearfield County, Pennsylvania, 16627, USA",40.7754175,-78.4899937
"Ceres Township, Pennsylvania",McKean County,"$13,934 ","Ceres Township, McKean County, Pennsylvania, USA",41.9513325,-78.27596381
"Middleport, Pennsylvania",Schuylkill County,"$13,931 ","Middleport, Schuylkill County, Pennsylvania, 17953, USA",40.7295342,-76.0854908
"Polk Township, Jefferson County, Pennsylvania",Jefferson County,"$13,923 ","Polk Township, Jefferson County, Pennsylvania, USA",41.2958845,-78.95266205
"St. Michael-Sidman, Pennsylvania",Cambria County,"$13,914 ","St. Michael-Sidman, Adams Township, Cambria County, Pennsylvania, 15951, USA",40.325141,-78.76287444
"Eyers Grove, Pennsylvania",Columbia County,"$13,906 ","Eyers Grove, Columbia County, Pennsylvania, USA",41.0886969,-76.5171711
"Mann Township, Pennsylvania",Bedford County,"$13,893 ","Mann Township, Bedford County, Pennsylvania, 17211, USA",39.7728615,-78.39175622
"Reilly Township, Pennsylvania",Schuylkill County,"$13,888 ","Reilly Township, Schuylkill County, Pennsylvania, 17923, USA",40.6562768,-76.33398516
"Woodbury Township, Bedford County, Pennsylvania",Bedford County,"$13,885 ","Woodbury Township, Bedford County, Pennsylvania, 16695, United States of America",40.232174,-78.34414982
"Colwyn, Pennsylvania",Delaware County,"$13,883 ","Colwyn, Delaware County, Pennsylvania, USA",39.9123351,-75.2537941
"Masontown, Pennsylvania",Fayette County,"$13,875 ","Masontown, Fayette County, Pennsylvania, 15461, USA",39.8467433,-79.8997755
"Gordon, Pennsylvania",Schuylkill County,"$13,873 ","Gordon, Schuylkill County, Pennsylvania, 17936, USA",40.7493713,-76.3391119
"Lanesboro, Pennsylvania",Susquehanna County,"$13,873 ","Lanesboro, Susquehanna County, Pennsylvania, 18827, USA",41.9570255,-75.5849041
"Madison Township, Clarion County, Pennsylvania",Clarion County,"$13,867 ","Madison Township, Clarion County, Pennsylvania, 16248, USA",41.007647,-79.52998677
"Elder Township, Pennsylvania",Cambria County,"$13,862 ","Elder Township, Cambria County, Pennsylvania, 16675, USA",40.68090245,-78.69057533
"McKees Rocks, Pennsylvania",Allegheny County,"$13,858 ","McKees Rocks, Allegheny County, Pennsylvania, 151363, USA",40.4656244,-80.0656106
"Bloss Township, Pennsylvania",Warren County,"$13,857 ","Bloss Hill Road, Sheffield Township, Warren County, Pennsylvania, 16347, USA",41.7046285,-79.04671
"Summit Township, Somerset County, Pennsylvania",Somerset County,"$13,853 ","Summit Township, Somerset County, Pennsylvania, USA",39.8337945,-79.05785429
"Sutersville, Pennsylvania",Westmoreland County,"$13,853 ","Sutersville, Westmoreland County, Pennsylvania, 15083, USA",40.2365804,-79.8017975
"Patton, Pennsylvania",Cambria County,"$13,851 ","Patton, Cambria County, Pennsylvania, 1668, USA",40.6339561,-78.6503006
"Lincoln Township, Bedford County, Pennsylvania",Bedford County,"$13,847 ","Lincoln Township, Bedford County, Pennsylvania, USA",40.2321255,-78.60522766
"Mahoning Township, Armstrong County, Pennsylvania",Armstrong County,"$13,833 ","Mahoning Township, Armstrong County, Pennsylvania, USA",40.958986,-79.34760221
"Coal Center, Pennsylvania",Washington County,"$13,827 ","Coal Center, Washington County, Pennsylvania, USA",40.0684067,-79.9017144
"Parks Township, Pennsylvania",Armstrong County,"$13,818 ","Parks Township, Armstrong County, Pennsylvania, USA",40.6370463,-79.54061717
"West Alexander, Pennsylvania",Washington County,"$13,815 ","West Alexander, Church Street, Donegal Township, Washington County, Pennsylvania, 15376, USA",40.1041395,-80.50817947
"Beaver Falls, Pennsylvania",Beaver County,"$13,808 ","Beaver Falls, Beaver County, Pennsylvania, 15010-4503, USA",40.7520097,-80.3192295
"Sligo, Pennsylvania",Allegheny County,"$13,807 ","Sligo, Allegheny County, Pennsylvania, 15065, USA",40.6433991,-79.6917144
"Brisbin, Pennsylvania",Clearfield County,"$13,805 ","Brisbin, Clearfield County, Pennsylvania, 16620, USA",40.8381145,-78.3544623
"Perry Township, Clarion County, Pennsylvania",Clarion County,"$13,795 ","Perry Township, Clarion County, Pennsylvania, 16049, USA",41.09826705,-79.62558665
"Kittanning, Pennsylvania",Armstrong County,"$13,787 ","Kittanning, Armstrong County, Pennsylvania, USA",40.8164531,-79.5219893
"Weissport, Pennsylvania",Carbon County,"$13,785 ","Weissport, Carbon County, Pennsylvania, 18235, USA",40.8289919,-75.6985473
"Clarendon, Pennsylvania",Warren County,"$13,774 ","Clarendon, Warren County, Pennsylvania, USA",41.7800604,-79.0930974
"Montgomery, Pennsylvania",Montgomery County,"$13,763 ","Montgomery County, Pennsylvania, USA",40.2154361,-75.3702305
"Redbank Township, Clarion County, Pennsylvania",Clarion County,"$13,762 ","Redbank Township, Clarion County, Pennsylvania, USA",41.0647117,-79.26864864
"Shippingport, Pennsylvania",Beaver County,"$13,759 ","Shippingport, Beaver County, Pennsylvania, 15077, USA",40.6320101,-80.4139539
"Glen Lyon, Pennsylvania",Luzerne County,"$13,753 ","Glen Lyon, Luzerne County, Pennsylvania, 18617, USA",41.1836025,-76.07154341
"Charleroi, Pennsylvania",Washington County,"$13,752 ","Charleroi, Washington County, Pennsylvania, USA",40.1378499,-79.8981035
"Corsica, Pennsylvania",Jefferson County,"$13,752 ","Corsica, Jefferson County, Pennsylvania, USA",41.1811753,-79.2022618
